TIPO DE VICTIMA,ANIO OCURRENCIA,DANE OCURRENCIA,DEPARTAMENTO OCURRENCIA,MUNICIPIO OCURRENCIA,HECHO VICTIMIZANTE,DISCAPACIDAD,GENERO,CICLO VITAL,PERTENENCIA ETNICA,TOTAL
V’ctimas de conflicto armado,2004,50573,META,PUERTO LOPEZ,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Indigena,1
V’ctimas de conflicto armado,2000,5585,ANTIOQUIA,PUERTO NARE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,18592,CAQUETA,PUERTO RICO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2004,50590,META,PUERTO RICO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2006,50590,META,PUERTO RICO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2006,50590,META,PUERTO RICO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2009,50590,META,PUERTO RICO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,50590,META,PUERTO RICO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2012,18592,CAQUETA,PUERTO RICO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,50590,META,PUERTO RICO,Delitos contra la integridad sexual,Con discapacidad,LGBTI,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,18592,CAQUETA,PUERTO RICO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2013,18592,CAQUETA,PUERTO RICO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2014,18592,CAQUETA,PUERTO RICO,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2015,50590,META,PUERTO RICO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,25572,CUNDINAMARCA,PUERTO SALGAR,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,54553,NORTE DE SANTANDER,PUERTO SANTANDER,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,54553,NORTE DE SANTANDER,PUERTO SANTANDER,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2012,91669,AMAZONAS,PUERTO SANTANDER,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Indigena,1
V’ctimas de conflicto armado,2002,5591,ANTIOQUIA,PUERTO TRIUNFO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,5591,ANTIOQUIA,PUERTO TRIUNFO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,68575,SANTANDER,PUERTO WILCHES,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1984,27001,CHOCO,QUIBDO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,1999,27001,CHOCO,QUIBDO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2007,27001,CHOCO,QUIBDO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2011,27001,CHOCO,QUIBDO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Indigena,1
V’ctimas de conflicto armado,2012,27001,CHOCO,QUIBDO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2004,66594,RISARALDA,QUINCHIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2006,66594,RISARALDA,QUINCHIA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2000,85279,CASANARE,RECETOR,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,47605,MAGDALENA,REMOLINO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,2
V’ctimas de conflicto armado,2003,47605,MAGDALENA,REMOLINO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2010,50606,META,RESTREPO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2010,50606,META,RESTREPO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2000,5607,ANTIOQUIA,RETIRO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2014,20614,CESAR,RIO DE ORO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2013,27600,CHOCO,RIO QUITO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1999,73616,TOLIMA,RIOBLANCO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,17614,CALDAS,RIOSUCIO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2009,17614,CALDAS,RIOSUCIO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Indigena,1
V’ctimas de conflicto armado,2009,17614,CALDAS,RIOSUCIO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2010,27615,CHOCO,RIOSUCIO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2013,17614,CALDAS,RIOSUCIO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,17614,CALDAS,RIOSUCIO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2013,27615,CHOCO,RIOSUCIO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,52621,NARI„O,ROBERTO PAYAN,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2003,52621,NARI„O,ROBERTO PAYAN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2009,52621,NARI„O,ROBERTO PAYAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2013,52621,NARI„O,ROBERTO PAYAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),2
V’ctimas de conflicto armado,2007,73624,TOLIMA,ROVIRA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2008,73624,TOLIMA,ROVIRA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1998,5628,ANTIOQUIA,SABANALARGA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2005,47660,MAGDALENA,SABANAS DE SAN ANGEL,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1999,23660,CORDOBA,SAHAGUN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,1999,23660,CORDOBA,SAHAGUN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1999,23660,CORDOBA,SAHAGUN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,41660,HUILA,SALADOBLANCO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2013,41660,HUILA,SALADOBLANCO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2004,47675,MAGDALENA,SALAMINA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2010,5642,ANTIOQUIA,SALGAR,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,17662,CALDAS,SAMANA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2006,17662,CALDAS,SAMANA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2006,17662,CALDAS,SAMANA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2002,52678,NARI„O,SAMANIEGO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,52678,NARI„O,SAMANIEGO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,52678,NARI„O,SAMANIEGO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2013,52678,NARI„O,SAMANIEGO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,52678,NARI„O,SAMANIEGO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1995,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2003,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2003,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 12 y 17,Indigena,1
V’ctimas de conflicto armado,2005,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Negro(a) o Afrocolombiano(a),2
V’ctimas de conflicto armado,2007,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2010,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2010,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2010,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2011,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2013,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),2
V’ctimas de conflicto armado,2014,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2014,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2014,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2008,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,2
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2012,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Negro(a) o Afrocolombiano(a),1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2013,52835,NARI„O,SAN ANDRES DE TUMACO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2014,23670,CORDOBA,SAN ANDRES SOTAVENTO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2015,73675,TOLIMA,SAN ANTONIO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1998,54670,NORTE DE SANTANDER,SAN CALIXTO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2005,54670,NORTE DE SANTANDER,SAN CALIXTO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1999,5649,ANTIOQUIA,SAN CARLOS,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,5649,ANTIOQUIA,SAN CARLOS,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,5652,ANTIOQUIA,SAN FRANCISCO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2007,23682,CORDOBA,SAN JOSE DE URE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2011,23682,CORDOBA,SAN JOSE DE URE,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,18610,CAQUETA,SAN JOSE DEL FRAGUA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2004,18610,CAQUETA,SAN JOSE DEL FRAGUA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2004,18610,CAQUETA,SAN JOSE DEL FRAGUA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2005,95001,GUAVIARE,SAN JOSE DEL GUAVIARE,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2005,95001,GUAVIARE,SAN JOSE DEL GUAVIARE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2006,95001,GUAVIARE,SAN JOSE DEL GUAVIARE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2007,95001,GUAVIARE,SAN JOSE DEL GUAVIARE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2009,95001,GUAVIARE,SAN JOSE DEL GUAVIARE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2012,95001,GUAVIARE,SAN JOSE DEL GUAVIARE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2002,5659,ANTIOQUIA,SAN JUAN DE URABA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,13657,BOLIVAR,SAN JUAN NEPOMUCENO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,13657,BOLIVAR,SAN JUAN NEPOMUCENO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1994,52687,NARI„O,SAN LORENZO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,5660,ANTIOQUIA,SAN LUIS,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2006,73678,TOLIMA,SAN LUIS,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2002,50223,META,SAN LUIS DE CUBARRAL,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,15667,BOYACA,SAN LUIS DE GACENO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2010,50689,META,SAN MARTIN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2015,13667,BOLIVAR,SAN MARTIN DE LOBA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2002,86757,PUTUMAYO,SAN MIGUEL,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2014,86757,PUTUMAYO,SAN MIGUEL,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1996,70713,SUCRE,SAN ONOFRE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1996,70713,SUCRE,SAN ONOFRE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2002,70713,SUCRE,SAN ONOFRE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2005,70713,SUCRE,SAN ONOFRE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,2
V’ctimas de conflicto armado,2006,70713,SUCRE,SAN ONOFRE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2006,70713,SUCRE,SAN ONOFRE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2006,70713,SUCRE,SAN ONOFRE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2013,70713,SUCRE,SAN ONOFRE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2006,13670,BOLIVAR,SAN PABLO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,3
V’ctimas de conflicto armado,2006,13670,BOLIVAR,SAN PABLO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2003,76670,VALLE DEL CAUCA,SAN PEDRO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2004,70717,SUCRE,SAN PEDRO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1994,5664,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2005,5665,ANTIOQUIA,SAN PEDRO DE URABA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Negro(a) o Afrocolombiano(a),1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2005,5665,ANTIOQUIA,SAN PEDRO DE URABA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2000,5670,ANTIOQUIA,SAN ROQUE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2000,5670,ANTIOQUIA,SAN ROQUE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1995,5670,ANTIOQUIA,SAN ROQUE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1995,5670,ANTIOQUIA,SAN ROQUE,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,19693,CAUCA,SAN SEBASTIAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,19693,CAUCA,SAN SEBASTIAN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2000,73443,TOLIMA,SAN SEBASTIAN DE MARIQUITA,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,1999,5674,ANTIOQUIA,SAN VICENTE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,5674,ANTIOQUIA,SAN VICENTE,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,5674,ANTIOQUIA,SAN VICENTE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2007,18753,CAQUETA,SAN VICENTE DEL CAGUAN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2012,18753,CAQUETA,SAN VICENTE DEL CAGUAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2013,18753,CAQUETA,SAN VICENTE DEL CAGUAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2014,18753,CAQUETA,SAN VICENTE DEL CAGUAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,52683,NARI„O,SANDONA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2008,52683,NARI„O,SANDONA,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2009,52696,NARI„O,SANTA BARBARA,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2009,52696,NARI„O,SANTA BARBARA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2012,52696,NARI„O,SANTA BARBARA,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2006,73686,TOLIMA,SANTA ISABEL,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2014,73686,TOLIMA,SANTA ISABEL,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2001,15690,BOYACA,SANTA MARIA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2005,47001,MAGDALENA,SANTA MARTA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2010,47001,MAGDALENA,SANTA MARTA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1996,13683,BOLIVAR,SANTA ROSA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,1998,13683,BOLIVAR,SANTA ROSA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,1998,13683,BOLIVAR,SANTA ROSA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2002,13683,BOLIVAR,SANTA ROSA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,13683,BOLIVAR,SANTA ROSA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2005,13688,BOLIVAR,SANTA ROSA DEL SUR,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2012,52699,NARI„O,SANTACRUZ,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
