TIPO DE VICTIMA,ANIO OCURRENCIA,DANE OCURRENCIA,DEPARTAMENTO OCURRENCIA,MUNICIPIO OCURRENCIA,HECHO VICTIMIZANTE,DISCAPACIDAD,GENERO,CICLO VITAL,PERTENENCIA ETNICA,TOTAL
V’ctimas de conflicto armado,2004,19110,CAUCA,BUENOS AIRES,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2004,76113,VALLE DEL CAUCA,BUGALAGRANDE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2004,76113,VALLE DEL CAUCA,BUGALAGRANDE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2007,5120,ANTIOQUIA,CACERES,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2013,5120,ANTIOQUIA,CACERES,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,19130,CAUCA,CAJIBIO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,19130,CAUCA,CAJIBIO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2004,63130,QUINDIO,CALARCA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2009,19137,CAUCA,CALDONO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2011,19137,CAUCA,CALDONO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2011,19137,CAUCA,CALDONO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Indigena,1
V’ctimas de conflicto armado,2011,19137,CAUCA,CALDONO,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 12 y 17,Indigena,1
V’ctimas de conflicto armado,2013,19137,CAUCA,CALDONO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2014,19137,CAUCA,CALDONO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2014,76001,VALLE DEL CAUCA,CALI,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2013,76001,VALLE DEL CAUCA,CALI,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2013,76001,VALLE DEL CAUCA,CALI,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,76126,VALLE DEL CAUCA,CALIMA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2006,5134,ANTIOQUIA,CAMPAMENTO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2004,41132,HUILA,CAMPOALEGRE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2015,23090,CORDOBA,CANALETE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2013,76130,VALLE DEL CAUCA,CANDELARIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1999,5145,ANTIOQUIA,CARAMANTA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,27150,CHOCO,CARMEN DEL DARIEN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2007,13001,BOLIVAR,CARTAGENA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2007,13001,BOLIVAR,CARTAGENA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,1998,18150,CAQUETA,CARTAGENA DEL CHAIRA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2004,18150,CAQUETA,CARTAGENA DEL CHAIRA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2004,18150,CAQUETA,CARTAGENA DEL CHAIRA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2004,18150,CAQUETA,CARTAGENA DEL CHAIRA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2012,18150,CAQUETA,CARTAGENA DEL CHAIRA,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,76147,VALLE DEL CAUCA,CARTAGO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,5154,ANTIOQUIA,CAUCASIA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,5154,ANTIOQUIA,CAUCASIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2002,5154,ANTIOQUIA,CAUCASIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2012,23162,CORDOBA,CERETE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2012,23162,CORDOBA,CERETE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1998,68162,SANTANDER,CERRITO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,73168,TOLIMA,CHAPARRAL,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2014,73168,TOLIMA,CHAPARRAL,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1995,47170,MAGDALENA,CHIBOLO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,47170,MAGDALENA,CHIBOLO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1997,5172,ANTIOQUIA,CHIGORODO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1998,5172,ANTIOQUIA,CHIGORODO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2007,5172,ANTIOQUIA,CHIGORODO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2014,5172,ANTIOQUIA,CHIGORODO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,47189,MAGDALENA,CIENAGA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2005,47189,MAGDALENA,CIENAGA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,2
V’ctimas de conflicto armado,2005,47189,MAGDALENA,CIENAGA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2007,47189,MAGDALENA,CIENAGA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2004,68190,SANTANDER,CIMITARRA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1998,5101,ANTIOQUIA,CIUDAD BOLIVAR,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2008,5197,ANTIOQUIA,COCORNA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,5209,ANTIOQUIA,CONCORDIA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2000,5209,ANTIOQUIA,CONCORDIA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2008,5209,ANTIOQUIA,CONCORDIA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2006,13212,BOLIVAR,CORDOBA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2013,19212,CAUCA,CORINTO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2014,19212,CAUCA,CORINTO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,73217,TOLIMA,COYAIMA,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2004,73217,TOLIMA,COYAIMA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2004,73217,TOLIMA,COYAIMA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2014,73217,TOLIMA,COYAIMA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2005,54001,NORTE DE SANTANDER,CUCUTA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2012,54001,NORTE DE SANTANDER,CUCUTA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2004,99773,VICHADA,CUMARIBO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,99773,VICHADA,CUMARIBO,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,99773,VICHADA,CUMARIBO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,52233,NARI„O,CUMBITARA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2005,52233,NARI„O,CUMBITARA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2012,52233,NARI„O,CUMBITARA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1999,20228,CESAR,CURUMANI,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,5234,ANTIOQUIA,DABEIBA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,76233,VALLE DEL CAUCA,DAGUA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,76233,VALLE DEL CAUCA,DAGUA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2010,76233,VALLE DEL CAUCA,DAGUA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2006,15238,BOYACA,DUITAMA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,76243,VALLE DEL CAUCA,EL AGUILA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2008,5250,ANTIOQUIA,EL BAGRE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2013,5250,ANTIOQUIA,EL BAGRE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2014,5250,ANTIOQUIA,EL BAGRE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,47245,MAGDALENA,EL BANCO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1996,50245,META,EL CALVARIO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1996,50245,META,EL CALVARIO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,54245,NORTE DE SANTANDER,EL CARMEN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2001,13244,BOLIVAR,EL CARMEN DE BOLIVAR,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2001,13244,BOLIVAR,EL CARMEN DE BOLIVAR,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2002,13244,BOLIVAR,EL CARMEN DE BOLIVAR,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2006,13244,BOLIVAR,EL CARMEN DE BOLIVAR,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2009,13244,BOLIVAR,EL CARMEN DE BOLIVAR,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2008,13244,BOLIVAR,EL CARMEN DE BOLIVAR,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2001,5148,ANTIOQUIA,EL CARMEN DE VIBORAL,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,5148,ANTIOQUIA,EL CARMEN DE VIBORAL,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2005,50251,META,EL CASTILLO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2013,52250,NARI„O,EL CHARCO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2009,18247,CAQUETA,EL DONCELLO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,50270,META,EL DORADO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2005,13248,BOLIVAR,EL GUAMO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2005,27250,CHOCO,EL LITORAL DEL SAN JUAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2005,27250,CHOCO,EL LITORAL DEL SAN JUAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2012,27250,CHOCO,EL LITORAL DEL SAN JUAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2012,27250,CHOCO,EL LITORAL DEL SAN JUAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2014,27250,CHOCO,EL LITORAL DEL SAN JUAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,1998,68250,SANTANDER,EL PE„ON,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2007,68255,SANTANDER,EL PLAYON,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,47268,MAGDALENA,EL RETEN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2000,47268,MAGDALENA,EL RETEN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2000,47268,MAGDALENA,EL RETEN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2011,95025,GUAVIARE,EL RETORNO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2006,70233,SUCRE,EL ROBLE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2014,52256,NARI„O,EL ROSARIO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2001,52258,NARI„O,EL TABLON DE GOMEZ,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2008,19256,CAUCA,EL TAMBO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,2
V’ctimas de conflicto armado,2010,19256,CAUCA,EL TAMBO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,19256,CAUCA,EL TAMBO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2014,19256,CAUCA,EL TAMBO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2015,52260,NARI„O,EL TAMBO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2000,54261,NORTE DE SANTANDER,EL ZULIA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2010,54261,NORTE DE SANTANDER,EL ZULIA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,73270,TOLIMA,FALAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2001,73270,TOLIMA,FALAN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2002,18001,CAQUETA,FLORENCIA,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2004,18001,CAQUETA,FLORENCIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2005,18001,CAQUETA,FLORENCIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2012,76275,VALLE DEL CAUCA,FLORIDA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2001,73283,TOLIMA,FRESNO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2007,47288,MAGDALENA,FUNDACION,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2007,47288,MAGDALENA,FUNDACION,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2009,41298,HUILA,GARZON,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2012,25307,CUNDINAMARCA,GIRARDOT,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,5313,ANTIOQUIA,GRANADA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,5313,ANTIOQUIA,GRANADA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,1984,50313,META,GRANADA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2001,5313,ANTIOQUIA,GRANADA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2001,5313,ANTIOQUIA,GRANADA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1999,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,19318,CAUCA,GUAPI,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2001,5318,ANTIOQUIA,GUARNE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,73347,TOLIMA,HERVEO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,41349,HUILA,HOBO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2012,52356,NARI„O,IPIALES,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2009,41359,HUILA,ISNOS,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2006,27361,CHOCO,ISTMINA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,27361,CHOCO,ISTMINA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,1996,5361,ANTIOQUIA,ITUANGO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2002,5361,ANTIOQUIA,ITUANGO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,5361,ANTIOQUIA,ITUANGO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2002,5361,ANTIOQUIA,ITUANGO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2014,5361,ANTIOQUIA,ITUANGO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2004,19364,CAUCA,JAMBALO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2000,76364,VALLE DEL CAUCA,JAMUNDI,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2009,76364,VALLE DEL CAUCA,JAMUNDI,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2009,76364,VALLE DEL CAUCA,JAMUNDI,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2014,41378,HUILA,LA ARGENTINA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2002,68377,SANTANDER,LA BELLEZA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2004,5376,ANTIOQUIA,LA CEJA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1998,20400,CESAR,LA JAGUA DE IBIRICO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2004,20400,CESAR,LA JAGUA DE IBIRICO,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2006,20400,CESAR,LA JAGUA DE IBIRICO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2012,18410,CAQUETA,LA MONTA„ITA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,25398,CUNDINAMARCA,LA PE„A,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,19392,CAUCA,LA SIERRA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2001,5400,ANTIOQUIA,LA UNION,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2008,19397,CAUCA,LA VEGA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2003,68385,SANTANDER,LANDAZURI,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
